,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
43,9/30/2020,2020,0,c,SDP,STL,1523.682,1518.731,0.555,0.445,1519.723,1522.69,Chris Paddack,Kwang-Hyun Kim,49.912,51.894,-8.732,2.978,4,7
57,9/27/2020,2020,0,s,LAD,ANA,1593.707,1481.54,0.687,0.313,1595.309,1479.939,Victor Gonzalez,Patrick Sandoval,47.4,46.025,-22.195,-13.487,5,0
61,9/27/2020,2020,0,s,ARI,COL,1493.326,1468.639,0.57,0.43,1496.53,1465.436,Madison Bumgarner,Kyle Freeland,48.651,51.976,-7.23,6.49,11,3
65,9/27/2020,2020,0,s,SFG,SDP,1500.751,1522.23,0.504,0.496,1499.299,1523.682,Drew Smyly,Adrian Morejon,49.333,47.084,3.126,-22.169,4,5
68,9/26/2020,2020,0,s,SFG,SDP,1503.475,1519.505,0.511,0.489,1500.751,1522.23,Johnny Cueto,Zach Davies,47.438,52.792,-5.543,4.872,2,6
69,9/26/2020,2020,0,s,LAD,ANA,1592.913,1482.335,0.685,0.315,1593.707,1481.54,Tony Gonsolin,Julio Teheran,56.229,45.003,19.353,-18.78,7,6
70,9/26/2020,2020,0,s,ARI,COL,1497.64,1464.325,0.582,0.418,1493.326,1468.639,Luke Weaver,German Marquez,49.725,55.83,-2.693,25.267,3,10
85,9/25/2020,2020,0,s,SDP,SFG,1518.22,1504.76,0.554,0.446,1519.505,1503.475,Dinelson Lamet,Jeff Samardzija,56.14,48.998,20.762,1.394,6,5
86,9/25/2020,2020,0,s,ARI,COL,1494.997,1466.968,0.574,0.426,1497.64,1464.325,Taylor Clarke,Antonio Santos,45.857,47.4,-21.29,-15.855,11,5
88,9/25/2020,2020,0,s,LAD,ANA,1591.456,1483.791,0.681,0.319,1592.913,1482.335,Clayton Kershaw,Andrew Heaney,58.022,53.301,26.783,18.93,9,5
94,9/25/2020,2020,0,s,SFG,SDP,1503.362,1519.618,0.511,0.489,1504.76,1518.22,Tyler Anderson,Chris Paddack,49.064,51.484,1.915,-2.626,5,4
99,9/25/2020,2020,0,s,ARI,COL,1492.878,1469.087,0.568,0.432,1494.997,1466.968,Zac Gallen,Antonio Senzatela,56.295,51.395,28.559,1.842,4,0
102,9/24/2020,2020,0,s,LAD,OAK,1589.32,1555.976,0.582,0.418,1591.456,1553.84,Walker Buehler,Mike Fiers,55.679,50.432,16.339,-0.838,5,1
111,9/24/2020,2020,0,s,SFG,COL,1505.122,1467.327,0.588,0.412,1503.362,1469.087,Kevin Gausman,Chi Chi Gonzalez,50.791,46.788,10.261,-20.12,4,5
113,9/23/2020,2020,0,s,SFG,COL,1502.739,1469.711,0.581,0.419,1505.122,1467.327,Caleb Baragar,Ryan Castellani,47.4,46.771,-5.898,-21.139,7,2
114,9/23/2020,2020,0,s,LAD,OAK,1591.681,1553.615,0.588,0.412,1589.32,1555.976,Joe Kelly,Sean Manaea,46.505,52.662,-27.615,9.511,4,6
125,9/23/2020,2020,0,s,ARI,TEX,1490.858,1456.16,0.584,0.416,1492.878,1454.14,Alex Young,Wes Benjamin,45.956,47.4,-20.117,-15.724,7,3
127,9/23/2020,2020,0,s,SDP,ANA,1522.484,1480.925,0.593,0.407,1519.618,1483.791,Mike Clevinger,Jaime Barria,59.765,49.405,36.29,0.07,2,5
128,9/22/2020,2020,0,s,SFG,COL,1500.899,1471.551,0.576,0.424,1502.739,1469.711,Drew Smyly,Kyle Freeland,49.009,52.224,1.99,4.301,5,2
129,9/22/2020,2020,0,s,LAD,OAK,1589.267,1556.029,0.582,0.418,1591.681,1553.615,Dustin May,Frankie Montas,50.134,51.519,-10.693,2.95,7,2
131,9/22/2020,2020,0,s,SDP,ANA,1524.895,1478.515,0.6,0.4,1522.484,1480.925,Zach Davies,Griffin Canning,53.447,50.969,6.037,8.153,2,4
132,9/22/2020,2020,0,s,ARI,TEX,1487.964,1459.054,0.576,0.424,1490.858,1456.16,Caleb Smith,Jordan Lyles,47.272,46.19,-13.658,-22.548,7,0
144,9/21/2020,2020,0,s,SFG,COL,1504.554,1467.896,0.586,0.414,1500.899,1471.551,Johnny Cueto,German Marquez,49.006,55.592,0.507,20.563,2,7
161,9/20/2020,2020,0,s,COL,LAD,1465.079,1592.084,0.356,0.644,1467.896,1589.267,Antonio Senzatela,Tony Gonsolin,50.057,55.121,-4.237,13.56,6,3
174,9/19/2020,2020,0,s,COL,LAD,1466.887,1590.276,0.361,0.639,1465.079,1592.084,Chi Chi Gonzalez,Clayton Kershaw,46.101,56.985,-22.411,23.53,1,6
193,9/18/2020,2020,0,s,COL,LAD,1469.603,1587.559,0.368,0.632,1466.887,1590.276,Ryan Castellani,Alex Wood,48.059,47.889,-14.075,-19.831,6,15
204,9/17/2020,2020,0,s,COL,LAD,1471.737,1585.426,0.374,0.626,1469.603,1587.559,Kyle Freeland,Julio Urias,51.83,49.792,4.061,-10.195,3,9
229,9/16/2020,2020,0,s,SDP,LAD,1524.307,1583.75,0.449,0.551,1522.632,1585.426,Adrian Morejon,Brusdar Graterol,47.276,47.899,-21.95,-19.451,5,7
230,9/16/2020,2020,0,s,COL,OAK,1473.013,1556.803,0.415,0.585,1471.737,1558.079,German Marquez,Mike Fiers,55.282,49.647,20.783,-3.823,1,3
233,9/15/2020,2020,0,s,SDP,LAD,1526.006,1582.051,0.454,0.546,1524.307,1583.75,Zach Davies,Tony Gonsolin,53.736,54.032,8.222,10.092,1,3
234,9/15/2020,2020,0,s,COL,OAK,1471.013,1558.803,0.409,0.591,1473.013,1556.803,Antonio Senzatela,Sean Manaea,48.413,52.544,-10.056,10.006,3,1
246,9/14/2020,2020,0,s,SDP,LAD,1522.547,1585.511,0.444,0.556,1526.006,1582.051,Dinelson Lamet,Clayton Kershaw,54.198,56.87,11.561,23.776,7,2
256,9/13/2020,2020,0,s,LAD,HOU,1582.603,1547.721,0.584,0.416,1585.511,1544.814,Brusdar Graterol,Zack Greinke,47.4,57.473,-20.66,20.859,8,1
257,9/13/2020,2020,0,s,SDP,SFG,1520.945,1498.856,0.566,0.434,1522.547,1497.254,Garrett Richards,Logan Webb,50.183,48.299,-7.145,-3.139,3,1
258,9/13/2020,2020,0,s,SDP,SFG,1518.069,1501.732,0.558,0.442,1520.945,1498.856,Mike Clevinger,Johnny Cueto,58.889,49.877,34.946,3.493,6,0
259,9/13/2020,2020,0,s,ARI,SEA,1488.66,1477.813,0.55,0.45,1485.778,1480.696,Luke Weaver,Justin Dunn,49.064,48.699,-6.76,2.73,3,7
261,9/13/2020,2020,0,s,COL,ANA,1472.758,1476.188,0.53,0.47,1471.013,1477.933,Ryan Castellani,Andrew Heaney,46.231,53.04,-19.476,15.067,3,5
274,9/12/2020,2020,0,s,COL,ANA,1474.989,1473.958,0.536,0.464,1472.758,1476.188,Kyle Freeland,Jaime Barria,50.935,48.318,3.51,-6.758,2,5
275,9/12/2020,2020,0,s,ARI,SEA,1491.596,1474.877,0.558,0.442,1488.66,1477.813,Zac Gallen,Justus Sheffield,58.046,49.084,34.155,5.2,3,7
277,9/12/2020,2020,0,s,LAD,HOU,1584.975,1545.35,0.591,0.409,1582.603,1547.721,Julio Urias,Framber Valdez,49.204,48.928,-11.747,-19.823,5,7
288,9/11/2020,2020,0,s,ARI,SEA,1490.42,1476.053,0.555,0.445,1491.596,1474.877,Caleb Smith,Yusei Kikuchi,47.309,45.475,-16.199,-11.588,4,3
289,9/11/2020,2020,0,s,COL,ANA,1472.737,1476.21,0.53,0.47,1474.989,1473.958,German Marquez,Griffin Canning,54.372,50.539,20.729,4.029,8,4
303,9/10/2020,2020,0,s,ARI,LAD,1487.634,1587.761,0.392,0.608,1490.42,1584.975,Madison Bumgarner,Dustin May,49.405,50.477,-6.7,-6.033,5,2
304,9/10/2020,2020,0,s,SDP,SFG,1515.419,1504.382,0.55,0.45,1518.069,1501.732,Chris Paddack,Trevor Cahill,50.668,48.117,-3.864,-5.458,6,1
314,9/9/2020,2020,0,s,SFG,SEA,1500.818,1479.616,0.565,0.435,1504.382,1476.053,Tyler Anderson,Nick Margevicius,48.399,44.014,-3.243,-19.354,10,1
315,9/9/2020,2020,0,s,ARI,LAD,1488.943,1586.452,0.396,0.604,1487.634,1587.761,Taylor Clarke,Clayton Kershaw,45.803,57.39,-23.818,26.233,4,6
318,9/9/2020,2020,0,s,SDP,COL,1513.938,1474.218,0.591,0.409,1515.419,1472.737,Zach Davies,Antonio Senzatela,54.229,49.245,12.537,-4.195,5,3
326,9/8/2020,2020,0,s,SFG,SEA,1499.601,1480.833,0.561,0.439,1500.818,1479.616,Logan Webb,Ljay Newsome,48.911,47.901,-1.338,-1.182,6,5
327,9/8/2020,2020,0,s,ARI,LAD,1489.958,1585.438,0.399,0.601,1488.943,1586.452,Luke Weaver,Walker Buehler,49.395,57.121,-7.324,23.85,9,10
329,9/8/2020,2020,0,s,SDP,COL,1510.529,1477.627,0.581,0.419,1513.938,1474.218,Mike Clevinger,Chi Chi Gonzalez,59.734,47.031,37.996,-15.628,14,5
344,9/7/2020,2020,0,s,SDP,COL,1509.334,1478.822,0.578,0.422,1510.529,1477.627,Dinelson Lamet,Kyle Freeland,53.153,50.192,8.126,-0.078,1,0
346,9/7/2020,2020,0,s,SFG,ARI,1497.928,1491.631,0.543,0.457,1499.601,1489.958,Kevin Gausman,Zac Gallen,49.011,58.6,-0.079,35.781,4,2
355,9/6/2020,2020,0,s,LAD,COL,1587.688,1476.572,0.685,0.315,1585.438,1478.822,Julio Urias,Ryan Castellani,49.868,48.285,-10.974,-10.3,6,7
360,9/6/2020,2020,0,s,SFG,ARI,1496.232,1493.327,0.539,0.461,1497.928,1491.631,Johnny Cueto,Alex Young,50.118,47.537,4.946,-16.693,4,2
371,9/5/2020,2020,0,s,SFG,ARI,1494.92,1494.639,0.535,0.465,1496.232,1493.327,Trevor Cahill,Madison Bumgarner,48.241,49.854,-4.028,-6.288,4,3
373,9/5/2020,2020,0,s,LAD,COL,1591.257,1473.002,0.694,0.306,1587.688,1476.572,Tony Gonsolin,German Marquez,53.471,53.983,6.344,17.017,2,5
387,9/4/2020,2020,0,s,SFG,ARI,1496.501,1493.058,0.539,0.461,1494.92,1494.639,Tyler Anderson,Taylor Clarke,49.336,46.543,0.238,-22.701,5,6
389,9/4/2020,2020,0,s,LAD,COL,1589.867,1474.393,0.691,0.309,1591.257,1473.002,Dustin May,Antonio Senzatela,50.545,49.189,-7.523,-5.517,10,6
407,9/3/2020,2020,0,s,LAD,ARI,1588.289,1494.636,0.663,0.337,1589.867,1493.058,Clayton Kershaw,Luke Weaver,56.673,48.71,22.173,-11.996,5,1
415,9/2/2020,2020,0,s,LAD,ARI,1587.405,1495.521,0.661,0.339,1588.289,1494.636,Walker Buehler,Zac Gallen,56.724,57.463,23.016,30.52,3,2
428,9/2/2020,2020,0,s,COL,SFG,1472.331,1498.563,0.497,0.503,1474.393,1496.501,Kyle Freeland,Logan Webb,51.188,49.059,2.968,-1.189,9,6
429,9/1/2020,2020,0,s,LAD,ARI,1586.008,1496.917,0.657,0.343,1587.405,1495.521,Julio Urias,Alex Young,49.373,47.949,-11.18,-14.711,6,3
430,9/1/2020,2020,0,s,COL,SFG,1479.087,1491.806,0.516,0.484,1472.331,1498.563,Jon Gray,Kevin Gausman,53.524,48.47,12.499,-3.483,5,23
442,8/31/2020,2020,0,s,COL,SDP,1482.299,1499.587,0.51,0.49,1479.087,1502.799,German Marquez,Garrett Richards,54.16,48.564,15.474,-11.177,0,6
455,8/30/2020,2020,0,s,ARI,SFG,1499.369,1489.355,0.549,0.451,1496.917,1491.806,Taylor Clarke,Johnny Cueto,45.361,49.453,-26.194,1.781,1,4
457,8/30/2020,2020,0,s,COL,SDP,1487.239,1494.646,0.524,0.476,1482.299,1499.587,Ryan Castellani,Chris Paddack,49.636,49.977,-6.617,-3.673,2,13
469,8/29/2020,2020,0,s,COL,SDP,1485.944,1495.942,0.52,0.48,1487.239,1494.646,Antonio Senzatela,Michel Baez,47.874,48.247,-13.799,-11.618,4,3
470,8/29/2020,2020,0,s,ARI,SFG,1501.859,1486.865,0.556,0.444,1499.369,1489.355,Luke Weaver,Trevor Cahill,49.36,48.321,-8.09,-3.652,2,5
486,8/28/2020,2020,0,s,ARI,SFG,1499.953,1488.771,0.55,0.45,1501.859,1486.865,Zac Gallen,Tyler Anderson,57.094,50.645,28.895,6.103,7,4
488,8/28/2020,2020,0,s,COL,SDP,1489.314,1492.571,0.53,0.47,1485.944,1495.942,Kyle Freeland,Zach Davies,51.613,53.533,3.409,13.372,4,10
501,8/27/2020,2020,0,s,SFG,LAD,1490.175,1584.637,0.4,0.6,1488.771,1586.041,Kevin Gausman,Caleb Ferguson,48.096,45.521,-5.585,-29.696,0,2
503,8/27/2020,2020,0,s,SDP,SEA,1496.115,1473.452,0.567,0.433,1492.571,1476.996,Garrett Richards,Yusei Kikuchi,50.681,44.366,-2.042,-13.687,3,8
505,8/27/2020,2020,0,s,SFG,LAD,1492.975,1581.837,0.408,0.592,1490.175,1584.637,Logan Webb,Clayton Kershaw,49.562,56.103,0.962,20.78,0,7
507,8/27/2020,2020,0,s,SDP,SEA,1494.155,1475.412,0.561,0.439,1496.115,1473.452,Dinelson Lamet,Ljay Newsome,53.472,47.4,10.678,0.864,10,7
508,8/26/2020,2020,0,s,ARI,COL,1501.503,1487.764,0.554,0.446,1499.953,1489.314,Robbie Ray,Jon Gray,47.641,53.049,-15.623,10.71,7,8
520,8/25/2020,2020,0,s,SFG,LAD,1490.624,1584.188,0.401,0.599,1492.975,1581.837,Johnny Cueto,Julio Urias,50.568,50.164,4.688,-7.953,10,8
522,8/25/2020,2020,0,s,ARI,COL,1503.069,1486.198,0.559,0.441,1501.503,1487.764,Alex Young,German Marquez,47.972,55.013,-14.225,19.336,4,5
523,8/25/2020,2020,0,s,SDP,SEA,1497.735,1471.832,0.571,0.429,1494.155,1475.412,Chris Paddack,Marco Gonzales,51.105,53.09,-1.524,27.305,3,8
536,8/24/2020,2020,0,s,ARI,COL,1504.65,1484.617,0.563,0.437,1503.069,1486.198,Taylor Clarke,Ryan Castellani,45.384,49.653,-26.677,-5.927,2,3
546,8/23/2020,2020,0,s,SFG,ARI,1487.67,1507.604,0.506,0.494,1490.624,1504.65,Trevor Cahill,Luke Weaver,47.39,49.173,-9.466,-8.779,6,1
549,8/23/2020,2020,0,s,LAD,COL,1581.863,1486.942,0.665,0.335,1584.188,1484.617,Ross Stripling,Antonio Senzatela,48.161,49.22,-18.337,-9.319,11,3
550,8/23/2020,2020,0,s,SDP,HOU,1495.533,1560.008,0.442,0.558,1497.735,1557.806,Adrian Morejon,Zack Greinke,48.234,58.87,-15.714,22.323,5,3
559,8/22/2020,2020,0,s,SFG,ARI,1485.01,1510.265,0.498,0.502,1487.67,1507.604,Tyler Anderson,Zac Gallen,49.163,56.913,0.264,28.051,5,1
561,8/22/2020,2020,0,s,SDP,HOU,1489.766,1565.775,0.426,0.574,1495.533,1560.008,Zach Davies,Brandon Bielak,52.748,49.282,6.302,-25.168,13,2
562,8/22/2020,2020,0,s,LAD,COL,1580.984,1487.82,0.662,0.338,1581.863,1486.942,Dustin May,Kyle Freeland,49.785,51.523,-10.804,1.603,4,3
574,8/21/2020,2020,0,s,SFG,ARI,1482.298,1512.977,0.49,0.51,1485.01,1510.265,Logan Webb,Robbie Ray,48.222,48.525,-3.314,-12.33,6,2
576,8/21/2020,2020,0,s,LAD,COL,1579.374,1489.431,0.658,0.342,1580.984,1487.82,Walker Buehler,Jon Gray,56.095,54.068,19.641,12.736,5,1
578,8/21/2020,2020,0,s,SDP,HOU,1487.982,1567.559,0.421,0.579,1489.766,1565.775,Garrett Richards,Lance McCullers Jr.,51.066,52.521,-1.987,-10.717,4,3
588,8/20/2020,2020,0,s,SFG,ANA,1479.666,1469.804,0.549,0.451,1482.298,1467.172,Kevin Gausman,Jose Suarez,48.414,42.119,-2.738,-34.298,10,5
591,8/20/2020,2020,0,s,SDP,TEX,1486.675,1477.072,0.548,0.452,1487.982,1475.765,Dinelson Lamet,Kyle Gibson,53.516,48.296,9.585,-15.768,8,7
597,8/20/2020,2020,0,s,COL,HOU,1490.754,1566.236,0.426,0.574,1489.431,1567.559,German Marquez,Cristian Javier,56.44,50.327,22.772,-21.799,8,10
601,8/19/2020,2020,0,s,SFG,ANA,1476.976,1472.494,0.541,0.459,1479.666,1469.804,Johnny Cueto,Patrick Sandoval,49.877,49.473,4.839,-0.948,7,2
604,8/19/2020,2020,0,s,SDP,TEX,1484.605,1479.142,0.542,0.458,1486.675,1477.072,Chris Paddack,Lance Lynn,50.944,62.158,-2.376,49.362,6,3
605,8/19/2020,2020,0,s,COL,HOU,1493.648,1563.343,0.435,0.565,1490.754,1566.236,Ryan Castellani,Framber Valdez,50.183,47.934,-7.007,-32.486,6,13
622,8/18/2020,2020,0,s,LAD,SEA,1579.044,1463.923,0.69,0.31,1579.817,1463.149,Tony Gonsolin,Marco Gonzales,52.147,51.94,2.403,25.074,2,1
627,8/18/2020,2020,0,s,ARI,OAK,1512.212,1558.386,0.468,0.532,1516.731,1553.867,Luke Weaver,Frankie Montas,48.324,56.286,-13.285,28.186,10,1
631,8/17/2020,2020,0,s,LAD,SEA,1578.033,1464.933,0.688,0.312,1579.044,1463.923,Ross Stripling,Justin Dunn,50.197,47.33,-8.765,2.104,11,9
632,8/17/2020,2020,0,s,ARI,OAK,1510.724,1559.875,0.464,0.536,1512.212,1558.386,Zac Gallen,Chris Bassitt,56.091,52.489,24.235,10.031,4,3
645,8/16/2020,2020,0,s,ARI,SDP,1509.628,1478.941,0.578,0.422,1510.724,1477.845,Robbie Ray,Garrett Richards,47.976,50.943,-13.524,-1.258,5,4
647,8/16/2020,2020,0,s,SFG,OAK,1478.759,1555.746,0.424,0.576,1474.63,1559.875,Logan Webb,Mike Fiers,48.501,48.77,-1.967,-7.536,3,15
649,8/16/2020,2020,0,s,COL,TEX,1493.358,1488.077,0.542,0.458,1495.533,1485.902,Jon Gray,Kolby Allard,53.533,50.53,11.595,-8.463,10,6
659,8/15/2020,2020,0,s,COL,TEX,1495.176,1486.26,0.547,0.453,1493.358,1488.077,German Marquez,Kyle Gibson,56.688,47.621,26.455,-21.716,4,6
660,8/15/2020,2020,0,s,ARI,SDP,1508.521,1480.048,0.575,0.425,1509.628,1478.941,Alex Young,Cal Quantrill,47.913,45.377,-13.623,-27.365,7,6
663,8/15/2020,2020,0,s,SFG,OAK,1479.936,1554.569,0.428,0.572,1478.759,1555.746,Kevin Gausman,Sean Manaea,48.39,49.9,-2.488,-2.048,6,7
674,8/14/2020,2020,0,s,SFG,OAK,1481.124,1553.381,0.431,0.569,1479.936,1554.569,Johnny Cueto,Jesus Luzardo,49.029,49.515,1.324,-5.621,7,8
675,8/14/2020,2020,0,s,ARI,SDP,1506.405,1482.163,0.569,0.431,1508.521,1480.048,Merrill Kelly,Dinelson Lamet,51.501,52.857,4.376,8.498,5,1
678,8/14/2020,2020,0,s,COL,TEX,1496.717,1484.718,0.552,0.448,1495.176,1486.26,Ryan Castellani,Lance Lynn,48.758,60.72,-10.114,41.616,2,3
687,8/13/2020,2020,0,s,LAD,SDP,1570.51,1484.791,0.653,0.347,1573.138,1482.163,Julio Urias,Chris Paddack,50.423,52.723,-7.592,6.257,11,2
693,8/12/2020,2020,0,s,LAD,SDP,1568.399,1486.903,0.647,0.353,1570.51,1484.791,Tony Gonsolin,Zach Davies,50.931,51.732,-4.565,2.26,6,0
705,8/12/2020,2020,0,s,COL,ARI,1500.092,1503.031,0.53,0.47,1496.717,1506.405,Antonio Senzatela,Luke Weaver,47.233,48.923,-17.457,-8.39,7,13
707,8/11/2020,2020,0,s,LAD,SDP,1572.211,1483.091,0.657,0.343,1568.399,1486.903,Ross Stripling,Garrett Richards,51.397,50.574,-3.534,-2.865,2,6
711,8/11/2020,2020,0,s,COL,ARI,1498.818,1504.304,0.527,0.473,1500.092,1503.031,Kyle Freeland,Zac Gallen,50.601,55.45,-1.347,23.091,8,7
721,8/10/2020,2020,0,s,LAD,SDP,1574.353,1480.949,0.663,0.337,1572.211,1483.091,Dustin May,Luis Perdomo,50.248,42.993,-9.066,-38.911,1,2
725,8/10/2020,2020,0,s,COL,ARI,1501.459,1501.663,0.534,0.466,1498.818,1504.304,Jon Gray,Robbie Ray,55.296,48.738,19.253,-9.264,8,12
734,8/9/2020,2020,0,s,SDP,ARI,1478.243,1504.369,0.497,0.503,1480.949,1501.663,Dinelson Lamet,Madison Bumgarner,51.739,52.04,3.278,4.244,9,5
736,8/9/2020,2020,0,s,LAD,SFG,1572.734,1483.754,0.657,0.343,1574.353,1482.135,Walker Buehler,Kevin Gausman,56.809,47.114,22.068,-6.836,6,2
747,8/8/2020,2020,0,s,SDP,ARI,1479.734,1502.878,0.501,0.499,1478.243,1504.369,Chris Paddack,Merrill Kelly,53.26,51.298,10.023,0.956,2,3
748,8/8/2020,2020,0,s,LAD,SFG,1574.875,1481.613,0.663,0.337,1572.734,1483.754,Clayton Kershaw,Johnny Cueto,55.845,48.997,16.412,2.064,4,5
762,8/7/2020,2020,0,s,LAD,SFG,1573.053,1483.435,0.658,0.342,1574.875,1481.613,Julio Urias,Jeff Samardzija,50.455,50.535,-9.042,7.926,7,2
763,8/7/2020,2020,0,s,SDP,ARI,1477.386,1505.227,0.494,0.506,1479.734,1502.878,Zach Davies,Luke Weaver,50.893,49.406,-0.317,-8.476,3,0
777,8/6/2020,2020,0,s,ARI,HOU,1503.686,1563.441,0.449,0.551,1505.227,1561.9,Zac Gallen,Brandon Bielak,55.108,47.4,18.803,-30.802,5,4
783,8/6/2020,2020,0,s,COL,SFG,1496.47,1484.851,0.551,0.449,1497.886,1483.435,Kyle Freeland,Tyler Anderson,50.51,48.779,-2.76,0.721,6,4
786,8/5/2020,2020,0,s,SDP,LAD,1478.502,1571.937,0.401,0.599,1477.386,1573.053,Garrett Richards,Ross Stripling,50.887,51.803,-0.644,-3.122,6,7
788,8/5/2020,2020,0,s,ARI,HOU,1499.544,1567.583,0.437,0.563,1503.686,1563.441,Robbie Ray,Lance McCullers Jr.,49.482,52.151,-8.425,-10.012,14,7
789,8/5/2020,2020,0,s,COL,SFG,1498.025,1483.295,0.556,0.444,1496.47,1484.851,Jon Gray,Logan Webb,55.237,47.352,19.709,-5.158,3,4
802,8/4/2020,2020,0,s,SDP,LAD,1480.271,1570.168,0.406,0.594,1478.502,1571.937,Dinelson Lamet,Dustin May,51.323,49.341,1.813,-14.323,2,5
804,8/4/2020,2020,0,s,ARI,HOU,1502.345,1564.782,0.445,0.555,1499.544,1567.583,Madison Bumgarner,Cristian Javier,53.554,49.279,9.385,-23.138,2,8
805,8/4/2020,2020,0,s,COL,SFG,1496.239,1485.082,0.55,0.45,1498.025,1483.295,German Marquez,Kevin Gausman,56.226,46.618,25.522,-8.224,5,2
815,8/3/2020,2020,0,s,SDP,LAD,1478.41,1572.029,0.401,0.599,1480.271,1570.168,Chris Paddack,Walker Buehler,53.16,57.927,10.648,25.234,5,4
816,8/3/2020,2020,0,s,COL,SFG,1495.035,1486.285,0.547,0.453,1496.239,1485.082,Chi Chi Gonzalez,Johnny Cueto,47.35,48.784,-16.66,2.176,7,6
826,8/2/2020,2020,0,s,ARI,LAD,1504.198,1570.176,0.44,0.56,1502.345,1572.029,Merrill Kelly,Clayton Kershaw,51.569,55.007,-0.201,12.419,0,3
828,8/2/2020,2020,0,s,SFG,TEX,1489.23,1482.135,0.545,0.455,1486.285,1485.081,Jeff Samardzija,Kolby Allard,51.385,47.771,13.737,-18.184,5,9
829,8/2/2020,2020,0,s,COL,SDP,1493.263,1480.182,0.553,0.447,1495.035,1478.41,Antonio Senzatela,Zach Davies,45.554,50.886,-23.982,-0.034,9,6
836,8/1/2020,2020,0,s,SFG,TEX,1486.833,1484.532,0.538,0.462,1489.23,1482.135,Drew Smyly,Jordan Lyles,48.745,48.717,1.496,-14.549,7,3
839,8/1/2020,2020,0,s,COL,SDP,1490.793,1482.652,0.546,0.454,1493.263,1480.182,Kyle Freeland,Joey Lucchesi,48.974,49.528,-6.53,-6.894,6,1
840,8/1/2020,2020,0,s,ARI,LAD,1507.86,1566.514,0.45,0.55,1504.198,1570.176,Luke Weaver,Julio Urias,50.592,49.936,-5.967,-11.036,2,11
848,7/31/2020,2020,0,s,ARI,LAD,1505.836,1568.538,0.445,0.555,1507.86,1566.514,Zac Gallen,Tony Gonsolin,54.552,49.974,13.22,-10.42,5,3
850,7/31/2020,2020,0,s,SFG,TEX,1483.44,1487.926,0.528,0.472,1486.833,1484.532,Logan Webb,Mike Minor,48.272,55.791,-1.26,17.56,9,2
853,7/31/2020,2020,0,s,COL,SDP,1492.331,1481.114,0.551,0.449,1490.793,1482.652,Jon Gray,Garrett Richards,54.811,50.886,21.519,-0.512,7,8
